funder,year,region,county,nonprofit,amount,city,type ,category,,,,,
El Pomar Foundation,2011,WesternSlope,Mesa,Hilltop Health Services Corporation,5000.00,Grand Junction,Program,Human Services,,,,,
El Pomar Foundation,2011,WesternSlope,Mesa,"Homeward Bound of the Grand Valley, Inc.",5000.00,Grand Junction,Program,Human Services,,,,,
El Pomar Foundation,2011,WesternSlope,Mesa,Kids Aid,2500.00,Grand Junction,Program,Human Services,,,,,
El Pomar Foundation,2011,WesternSlope,Mesa,Lighthouse Gospel Ministries,5000.00,Grand Junction,Program,Human Services,,,,,
El Pomar Foundation,2011,WesternSlope,Mesa,"Marillac Clinic, Inc.",7500.00,Grand Junction,Program,Human Services,,,,,
El Pomar Foundation,2011,WesternSlope,Montrose,"Montrose Medical Mission, Inc.",5000.00,Montrose,Program,Health                                                                     ,,,,,
El Pomar Foundation,2011,WesternSlope,Ouray,Ouray County Public Health,2500.00,Ouray,Program,Emergency Assistance      ,,,,,
El Pomar Foundation,2011,WesternSlope,San Miguel,Telluride Foundation,5000.00,Telluride,Other,"Community, Public Affairs",,,,,
El Pomar Foundation,2011,WesternSlope,San Miguel,Uncompahgre Combined Clinics,2000.00,Norwood,Program,Health                                                                     ,,,,,
El Pomar Foundation,2011,WesternSlope,Montrose,West End Family Link Center,3000.00,Nucla,Program,Human Services,,,,,
El Pomar Foundation,2011,WesternSlope,Mesa,Western Council Boy Scouts of America,7500.00,Grand Junction,Student Aid/Scholarship,Children and Youth Services,,,,,
El Pomar Foundation,2011,WesternSlope,Montrose,"Black Canyon Boys & Girls Club, Inc.",5000.00,Montrose,General Operating,Children and Youth Services,,,,,
El Pomar Foundation,2011,WesternSlope,Delta,Kids' Pasta Project,2500.00,Hotchkiss,Program,Children and Youth Services,,,,,
El Pomar Foundation,2011,WesternSlope,Mesa,"Mesa Youth Services, Inc.",4000.00,Grand Junction,Program,Children and Youth Services,,,,,
El Pomar Foundation,2011,WesternSlope,Mesa,Grand Junction Central High School,38500.00,Grand Junction,Program,Education,,,,,
El Pomar Foundation,2011,WesternSlope,Mesa,Grand Junction High School,28000.00,Grand Junction,Program,Education,,,,,
El Pomar Foundation,2011,WesternSlope,Mesa,Mesa County Business Education Foundation,1500.00,Grand Junction,General Operating,Education,,,,,
El Pomar Foundation,2011,WesternSlope,Mesa,Mesa State College Foundation,1500.00,Grand Junction,Student Aid/Scholarship,Education,,,,,
El Pomar Foundation,2011,WesternSlope,Mesa,"Mesa Youth Services, Inc.",1500.00,Grand Junction,General Operating,Education,,,,,
El Pomar Foundation,2011,WesternSlope,Mesa,Riverside Educational Center,10000.00,Grand Junction,General Operating,Education,,,,,
El Pomar Foundation,2011,WesternSlope,Mesa,Western Colorado Math and Science Center,50000.00,Grand Junction,Program,Education,,,,,
El Pomar Foundation,2011,WesternSlope,Montrose,7th Judicial District Child Advocacy Center,1500.00,Montrose,General Operating,Abuse & Neglect Prevention,,,,,
El Pomar Foundation,2011,WesternSlope,San Miguel,Bright Futures,10000.00,Telluride,Program,Education,,,,,
El Pomar Foundation,2011,WesternSlope,San Miguel,"Delta-Montrose Youth Services, Inc.",30000.00,Telluride,Program,Children and Youth Services,,,,,
El Pomar Foundation,2011,WesternSlope,Delta,Delta County Joint School District 50J,45000.00,Delta,Program,Education,,,,,
El Pomar Foundation,2011,WesternSlope,Delta,Delta County Joint School District 50J,1500.00,Paonia,Other,Education,,,,,
El Pomar Foundation,2011,WesternSlope,Delta,Delta County Joint School District 50J,35000.00,Delta,Program,Education,,,,,
El Pomar Foundation,2011,WesternSlope,Gunnison,Gunnison Country Partners,20000.00,Gunnison,Other,,,,,,
El Pomar Foundation,2011,WesternSlope,Gunnison,Gunnison Country Partners,2500.00,Gunnison,General Operating,,,,,,
El Pomar Foundation,2011,WesternSlope,Gunnison,Gunnison County Health and Human Services,20000.00,Gunnison,Other,Health                                                                     ,,,,,
El Pomar Foundation,2011,WesternSlope,Gunnison,Gunnison Watershed School District RE-1J,1500.00,Gunnison,Program,Health                                                                     ,,,,,
El Pomar Foundation,2011,WesternSlope,Hinsdale,Lake Fork Health Service District,2500.00,Lake City,Other,Education,,,,,
El Pomar Foundation,2011,WesternSlope,Montrose,Montrose County School District RE-1J,10000.00,Montrose,Other,Education,,,,,
El Pomar Foundation,2011,WesternSlope,Montrose,Montrose Education Foundation,1500.00,Montrose,General Operating,Education,,,,,
El Pomar Foundation,2011,WesternSlope,San Miguel,San Miguel Mentoring Program,5000.00,Telluride,General Operating,Education,,,,,
El Pomar Foundation,2011,WesternSlope,San Miguel,San Miguel Mentoring Program,1500.00,Telluride,General Operating,Education,,,,,
El Pomar Foundation,2011,WesternSlope,San Miguel,Telluride Foundation,18000.00,Telluride,Program,Education,,,,,
El Pomar Foundation,2011,WesternSlope,San Miguel,Telluride Foundation,22000.00,Telluride,Program,Education,,,,,
El Pomar Foundation,2011,WesternSlope,San Miguel,Wright Stuff Community Foundation,15000.00,Norwood,Program,Children and Youth Services,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Mesa,Hilltop Health Services Corporation,27500.00,Grand Junction,Program,Health,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Gunnison,Gunnison Country Partners,25000.00,Gunnison,Program,Community and Civic,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Gunnison,Gunnison Country Partners,25000.00,Gunnison,Program,Community and Civic,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Mesa,"Grand Valley Catholic Outreach, Inc.",22500.00,Grand Junction,Program,Community and Civic,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Montrose,"Montrose County Senior Citizens Transportation, Inc.",22500.00,Montrose,Program,Community and Civic,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Mesa,"Marillac Clinic, Inc.",20000.00,Grand Junction,Program,Health,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Mesa,"Mesa Youth Service, Inc.",20000.00,Grand Junction,Program,Youth Development,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Montrose,"Delta-Montrose Youth Services, Inc.",18000.00,Montrose,Program,Youth Development,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Montrose,"Black Canyon Boys & Girls Club, Inc.",15000.00,Montrose,Program,Youth Development,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Mesa,"Child and Migrant Services, Inc.",15000.00,Palisade,Program,Children and Youth Services,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Mesa,Hospice and Palliative Care of Western Colorado,10000.00,Grand Junction,Program,Hospice,,,,,
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Mesa,Western Slope Center for Children,10000.00,Grand Junction,Program,Children and Youth Services,,,,,
Helen K. and Arthur E. Johnson Foundation,2013,WesternSlope,Delta,College For Every Student Inc,60000.00,Essex,Program,Supplementary Education,6/20/13,,,,
Helen K. and Arthur E. Johnson Foundation,2013,WesternSlope,Gunnison,Gunnison Country Partners,25000.00,Gunnison,General Operating,"Mentoring, Companionship",12/5/13,,,,
Helen K. and Arthur E. Johnson Foundation,2013,WesternSlope,Mesa,Grand Valley Catholic Outreach Inc,22500.00,Grand Junction,General Operating,Comprehensive Assistance,12/5/13,,,,
Helen K. and Arthur E. Johnson Foundation,2013,WesternSlope,Mesa,Grand Valley Catholic Outreach Inc,100000.00,Grand Junction,Capital/Special Project Support,Comprehensive Assistance,12/6/13,,,,
Helen K. and Arthur E. Johnson Foundation,2013,WesternSlope,Mesa,Hilltop Health Services Corporation,20000.00,Grand Junction,General Operating,Comprehensive Assistance,6/20/13,,,,
Helen K. and Arthur E. Johnson Foundation,2013,WesternSlope,Mesa,Marillac Clinic Inc,15000.00,Grand Junction,General Operating,Public Health Programs,6/20/13,,,,
Helen K. and Arthur E. Johnson Foundation,2013,WesternSlope,Mesa,Mesa Youth Service Inc,12000.00,Grand Junction,Capital/Special Project Support,"Mentoring, Companionship",6/20/13,,,,
Helen K. and Arthur E. Johnson Foundation,2013,WesternSlope,Mesa,Mesa Youth Service Inc,25000.00,Denver,General Operating,"Mentoring, Companionship",6/20/13,,,,
Helen K. and Arthur E. Johnson Foundation,2013,WesternSlope,Mesa,Western Slope Center For Children,10000.00,Grand Junction,General Operating,Child Abuse,12/9/13,,,,
Helen K. and Arthur E. Johnson Foundation,2013,WesternSlope,Montrose,Black Canyon Boys & Girls Club Inc,15000.00,Montrose,General Operating,Youth Development,6/20/13,,,,
Helen K. and Arthur E. Johnson Foundation,2013,WesternSlope,Montrose,Delta-montrose Youth Services Inc,20000.00,Montrose,General Operating,"Mentoring, Companionship",6/20/13,,,,
Helen K. and Arthur E. Johnson Foundation,2013,WesternSlope,Montrose,Montrose County Senior Citizens Transportation Inc,25000.00,Montrose,Program,Senior Care and Assistance,6/20/13,,,,
Helen K. and Arthur E. Johnson Foundation,2009,WesternSlope,Montrose,Black Canyon Boys & Girls Club,10000.00,Montrose,General Operating,Children and Youth Services,,,,,
Helen K. and Arthur E. Johnson Foundation,2009,WesternSlope,Mesa,"Child and Migrant Services, Inc.",15000.00,Palisade,General Operating,Children and Youth Services,,,,,
Helen K. and Arthur E. Johnson Foundation,2009,WesternSlope,Mesa,Grand Valley Catholic Outreach Inc,20000.00,Grand Junction,Program,Human Services,,,,,
Helen K. and Arthur E. Johnson Foundation,2009,WesternSlope,Mesa,Grand Valley Senior Daybreak,7500.00,Grand Junction,General Operating,"Community, Public Affairs",,,,,
Helen K. and Arthur E. Johnson Foundation,2009,WesternSlope,Gunnison,Gunnison Country Partners,20000.00,Gunnison,General Operating,,,,,,
Helen K. and Arthur E. Johnson Foundation,2009,WesternSlope,Mesa,Hilltop Community Resources,20000.00,Grand Junction,General Operating,,,,,,
Helen K. and Arthur E. Johnson Foundation,2009,WesternSlope,Mesa,Hospice and Palliative Care of Western Colorado,10000.00,Grand Junction,Program,Hospice,,,,,
Helen K. and Arthur E. Johnson Foundation,2009,WesternSlope,Mesa,"Marillac Clinic, Inc.",25000.00,Grand Junction,Capital,Health                                                                     ,,,,,
Helen K. and Arthur E. Johnson Foundation,2009,WesternSlope,Mesa,"Marillac Clinic, Inc.",25000.00,Grand Junction,Program,Health                                                                     ,,,,,
Helen K. and Arthur E. Johnson Foundation,2009,WesternSlope,Mesa,Mesa County Partners,20000.00,Grand Junction,General Operating,Children and Youth Services,,,,,
Helen K. and Arthur E. Johnson Foundation,2009,WesternSlope,Mesa,Mesa County Partners,50000.00,Grand Junction,Capital,Children and Youth Services,,,,,
Helen K. and Arthur E. Johnson Foundation,2009,WesternSlope,Montrose,"Montrose County Senior Citizens Transportation, Inc.",20000.00,Montrose,General Operating,"Community, Public Affairs",,,,,
Helen K. and Arthur E. Johnson Foundation,2009,WesternSlope,Montrose,"Partners of Delta, Montrose and Ouray",20000.00,Montrose,General Operating,Children and Youth Services,,,,,
Helen K. and Arthur E. Johnson Foundation,2009,WesternSlope,Mesa,Western Slope Center for Children,10000.00,Grand Junction,General Operating,Children and Youth Services,,,,,
Helen K. and Arthur E. Johnson Foundation,2009,WesternSlope,Mesa,Western Slope Center for Children,10000.00,Grand Junction,General Operating,Children and Youth Services,,,,,
Helen K. and Arthur E. Johnson Foundation,2010,WesternSlope,Mesa,"Child and Migrant Services, Inc.",15000.00,Palisade,General Operating,Children and Youth Services,,,,,
Helen K. and Arthur E. Johnson Foundation,2010,WesternSlope,Mesa,Grand Valley Catholic Outreach Inc,25000.00,Grand Junction,Program,Human Services,,,,,
Helen K. and Arthur E. Johnson Foundation,2010,WesternSlope,Gunnison,Gunnison Country Partners,20000.00,Gunnison,General Operating,,,,,,
Helen K. and Arthur E. Johnson Foundation,2010,WesternSlope,Mesa,Hilltop Community Resources,27500.00,Grand Junction,General Operating,,,,,,
Helen K. and Arthur E. Johnson Foundation,2010,WesternSlope,Mesa,Hospice and Palliative Care of Western Colorado,10000.00,Grand Junction,Program,Hospice,,,,,
Helen K. and Arthur E. Johnson Foundation,2010,WesternSlope,Mesa,Mesa County Partners,20000.00,Grand Junction,General Operating,Children and Youth Services,,,,,
Helen K. and Arthur E. Johnson Foundation,2010,WesternSlope,Montrose,"Montrose County Senior Citizens Transportation, Inc.",20000.00,Montrose,General Operating,"Community, Public Affairs",,,,,
Helen K. and Arthur E. Johnson Foundation,2010,WesternSlope,Montrose,"Montrose County Senior Citizens Transportation, Inc.",20000.00,Montrose,Other,"Community, Public Affairs",,,,,
Helen K. and Arthur E. Johnson Foundation,2010,WesternSlope,Montrose,"Partners of Delta, Montrose and Ouray",18000.00,Montrose,General Operating,Children and Youth Services,,,,,
Helen K. and Arthur E. Johnson Foundation,2010,WesternSlope,Mesa,Western Slope Center for Children,10000.00,Grand Junction,General Operating,Children and Youth Services,,,,,
Helen K. and Arthur E. Johnson Foundation,2010,WesternSlope,Mesa,Mesa Developmental Services,25000.00,Grand Junction,Capital,Disabled Persons,,,,,
Helen K. and Arthur E. Johnson Foundation,2011,WesternSlope,Montrose,"Black Canyon Boys & Girls Club, Inc.",10000.00,Montrose,General Operating,Children and Youth Services,,,,,
Helen K. and Arthur E. Johnson Foundation,2011,WesternSlope,Mesa,"Child and Migrant Services, Inc.",15000.00,Palisade,General Operating,Children and Youth Services,,,,,
Helen K. and Arthur E. Johnson Foundation,2011,WesternSlope,Mesa,Grand Valley Catholic Outreach,10000.00,Grand Junction,General Operating,Human Services,,,,,
Helen K. and Arthur E. Johnson Foundation,2011,WesternSlope,Mesa,Grand Valley Catholic Outreach,22500.00,Grand Junction,General Operating,Human Services,,,,,
Helen K. and Arthur E. Johnson Foundation,2011,WesternSlope,Gunnison,Gunnison Country Partners,25000.00,Gunnison,General Operating,Human Services,,,,,
Helen K. and Arthur E. Johnson Foundation,2011,WesternSlope,Mesa,"Hilltop Community Resources, Inc.",27500.00,Grand Junction,General Operating,"Community, Public Affairs",,,,,
Helen K. and Arthur E. Johnson Foundation,2011,WesternSlope,Mesa,Hospice and Palliative Care of Western Colorado,10000.00,Grand Junction,Program,Hospice,,,,,
Helen K. and Arthur E. Johnson Foundation,2011,WesternSlope,Mesa,"Marillac Clinic, Inc.",20000.00,Grand Junction,Program,Health                                                                     ,,,,,
Helen K. and Arthur E. Johnson Foundation,2011,WesternSlope,Montrose,"Partners of Delta, Montrose & Ouray",15000.00,Montrose,General Operating,"Community, Public Affairs",,,,,
Helen K. and Arthur E. Johnson Foundation,2011,WesternSlope,Mesa,Western Slope Center for Children,10000.00,Grand Junction,General Operating,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2013,WesternSlope,Montrose,Black Canyon Boys & Girls Club,18750.00,Montrose,Program,Early Childhood,,,,,
Temple Hoyne Buell Foundation,2013,WesternSlope,San Miguel,Bright Futures,20000.00,Telluride,Program,Early Childhood,,,,,
Temple Hoyne Buell Foundation,2013,WesternSlope,Gunnison,Center for Adult & Family Education,10000.00,Gunnison,Program,Early Childhood,,,,,
Temple Hoyne Buell Foundation,2013,WesternSlope,Delta,"Delta Montrose Technical College, Early Childhood Department",2500.00,Delta,Program,Early Childhood,,,,,
Temple Hoyne Buell Foundation,2013,WesternSlope,Delta,Family Literacy and Resource Center,14000.00,Delta,Program,Early Childhood,,,,,
Temple Hoyne Buell Foundation,2013,WesternSlope,Mesa,Firefly Autism,125000.00,Denver,Program,Early Childhood,,,,,
Temple Hoyne Buell Foundation,2013,WesternSlope,Mesa,Grand Junction Imagination Library,5000.00,Grand Junction,General Operating,Early Childhood,,,,,
