funder,year,region,county,nonprofit,amount,city,type,category
El Pomar Foundation,2012,WesternSlope,San Miguel,Bright Futures,15000.00,Telluride,Capital,Education
El Pomar Foundation,2012,WesternSlope,San Miguel,Bright Futures,35000.00,Telluride,Program,Education
El Pomar Foundation,2012,WesternSlope,San Miguel,San Miguel Mentoring Program,5000.00,Telluride,General Operating,Human Services
El Pomar Foundation,2012,WesternSlope,San Miguel,San Miguel Mentoring Program,5000.00,Telluride,General Operating,Human Services
El Pomar Foundation,2012,WesternSlope,San Miguel,San Miguel Mentoring Program,1500.00,Telluride,General Operating,Human Services
El Pomar Foundation,2012,WesternSlope,San Miguel,San Miguel Mentoring Program,10000.00,Telluride,General Operating,Human Services
El Pomar Foundation,2012,WesternSlope,San Miguel,San Miguel Mentoring Program,2500.00,Telluride,General Operating,Human Services
El Pomar Foundation,2012,WesternSlope,San Miguel,San Miguel Resource Center,2000.00,Telluride,General Operating,Human Services
El Pomar Foundation,2012,WesternSlope,San Miguel,San Miguel Watershed Coalition,20000.00,Telluride,Program,"Community, Public Affairs"
El Pomar Foundation,2012,WesternSlope,San Miguel,Sheridan Arts Foundation,5000.00,Telluride,General Operating,"Arts, Culture & Humanities "
El Pomar Foundation,2012,WesternSlope,San Miguel,Telluride Academy,5000.00,Telluride,Program,Education
El Pomar Foundation,2012,WesternSlope,San Miguel,Telluride Adaptive Ski Program,7500.00,Telluride,Capital,"Community, Public Affairs"
El Pomar Foundation,2012,WesternSlope,San Miguel,Telluride Council for the Arts and Humanities,5000.00,Telluride,General Operating,"Arts, Culture & Humanities "
El Pomar Foundation,2012,WesternSlope,San Miguel,Telluride Foundation,1500.00,Telluride,Program,"Community, Public Affairs"
El Pomar Foundation,2012,WesternSlope,San Miguel,Telluride Foundation,5000.00,Telluride,Program,Human Services
El Pomar Foundation,2012,WesternSlope,San Miguel,Telluride Foundation,5000.00,Telluride,Program,Human Services
El Pomar Foundation,2012,WesternSlope,San Miguel,Telluride Foundation,35000.00,Telluride,Program,"Community, Public Affairs"
El Pomar Foundation,2012,WesternSlope,San Miguel,Telluride Foundation,18000.00,Telluride,Program,Health
El Pomar Foundation,2012,WesternSlope,San Miguel,Telluride Foundation,5000.00,Telluride,Program,Human Services
El Pomar Foundation,2012,WesternSlope,San Miguel,Telluride Foundation,5000.00,Telluride,General Operating,Education
El Pomar Foundation,2012,WesternSlope,San Miguel,Telluride Foundation,22000.00,Telluride,Program,"Community, Public Affairs"
El Pomar Foundation,2012,WesternSlope,San Miguel,Telluride Foundation,5000.00,Telluride,Program,"Community, Public Affairs"
El Pomar Foundation,2012,WesternSlope,San Miguel,Telluride High School,5000.00,Telluride,Program,"Community, Public Affairs"
El Pomar Foundation,2012,WesternSlope,San Miguel,Telluride Medical Center Foundation,25000.00,Telluride,Capital,Health
El Pomar Foundation,2012,WesternSlope,San Miguel,Uncompahgre Combined Clinics,2000.00,Norwood,Program,Health
El Pomar Foundation,2012,WesternSlope,San Miguel,Uncompahgre Combined Clinics,2000.00,Norwood,Program,Health
El Pomar Foundation,2012,WesternSlope,San Miguel,"University Centers of the San Miguel, Inc.",5000.00,Telluride,General Operating,Education
El Pomar Foundation,2012,WesternSlope,San Miguel,Wright Stuff Community Foundation,1500.00,Norwood,Program,"Community, Public Affairs"
El Pomar Foundation,2012,WesternSlope,San Miguel,Wright Stuff Community Foundation,10000.00,Norwood,General Operating,Education
El Pomar Foundation,2012,WesternSlope,San Miguel,Wright Stuff Community Foundation,15000.00,Norwood,Program,"Community, Public Affairs"
Gates Family Foundation,2012,WesternSlope,Delta,High Country News,22500.00,Paonia,Capital,"Arts, Culture & Humanities "
Gates Family Foundation,2012,WesternSlope,Hinsdale,Lake City Public Library,35000.00,Lake City,Capital,"Arts, Culture & Humanities "
Gates Family Foundation,2012,WesternSlope,Mesa,Mesa Land Trust,34000.00,Grand Junction,General Operating,"Environment, Conservation"
Gates Family Foundation,2012,WesternSlope,Montrose,Paradox Valley School,70000.00,Paradox,Capital,Education
Gates Family Foundation,2012,WesternSlope,Montrose,Paradox Valley School,25000.00,Paradox,Capital,Education
Gates Family Foundation,2012,WesternSlope,Hinsdale,Wee Care of Lake City,25000.00,Lake City,Capital,Education
Gates Family Foundation,2012,WesternSlope,Mesa,Mesa Land Trust,35000.00,Grand Junction,Capital,"Environment, Conservation"
Gates Family Foundation,2012,WesternSlope,Gunnison,Gunnison Country Partners,50000.00,Gunnison,Capital,Children and Youth Services
Gates Family Foundation,2012,WesternSlope,Delta,Needlerock Health Clinic,50000.00,Crawford,Capital,Children and Youth Services
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Delta,College For Every Student Inc,60000.00,Essex,Other,Education
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Gunnison,Gunnison Country Partners,25000.00,Gunnison,Other,Children and Youth Services
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Gunnison,Gunnison Country Partners,25000.00,Gunnison,Other,Children and Youth Services
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Mesa,Child & Migrant Services Inc,15000.00,Palisade,Other,Children and Youth Services
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Mesa,Grand Valley Catholic Outreach Inc,22500.00,Grand Junction,Other,Human Services
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Mesa,Hilltop Health Services Corporation,27500.00,Grand Junction,Other,Health
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Mesa,Hospice And Palliative Care Of Western Colorado,10000.00,Grand Junction,Other,Hospice
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Mesa,Marillac Clinic Inc,20000.00,Grand Junction,Other,Health
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Mesa,Mesa Youth Service Inc,20000.00,Grand Junction,Other,Children and Youth Services
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Mesa,Western Slope Center For Children,10000.00,Grand Junction,Other,Abuse & Neglect Prevention
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Montrose,Black Canyon Boys & Girls Club Inc,15000.00,Montrose,Other,Children and Youth Services
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Montrose,Delta-montrose Youth Services Inc,18000.00,Montrose,Other,"Mentoring, Companionship"
Helen K. and Arthur E. Johnson Foundation,2012,WesternSlope,Montrose,Montrose County Senior Citizens Transportation Inc,22500.00,Montrose,Other,"Community, Public Affairs"
Kenneth King Foundation,2012,WesternSlope,Mesa,Child & Migrant Services ,2500.00,Palisade,Other,Children and Youth Services
Kenneth King Foundation,2012,WesternSlope,Mesa,Desert Edge Therapy,1500.00,Palisade,General Operating,
Kenneth King Foundation,2012,WesternSlope,Mesa,Doors 2 Success,1500.00,Grand Junction,Program,
Kenneth King Foundation,2012,WesternSlope,Mesa,Grand Junction Symphony Orchestra,2500.00,Grand Junction,Other,"Arts, Culture & Humanities "
Kenneth King Foundation,2012,WesternSlope,Mesa,Grand Valley Catholic Outreach,2500.00,Grand Junction,General Operating,Human Services
Kenneth King Foundation,2012,WesternSlope,Montrose,Haven House,2500.00,Olathe,General Operating,
Kenneth King Foundation,2012,WesternSlope,Mesa,High Desert Opera,1500.00,Grand Junction,Event,"Arts, Culture & Humanities "
Kenneth King Foundation,2012,WesternSlope,Mesa,Melanoma Advocacy Partners,500.00,Grand Junction,General Operating,Health                                                                     
Kenneth King Foundation,2012,WesternSlope,Delta,Needlerock Mobile Family Health Clinic,2500.00,Crawford,Capital,Health                                                                     
Kenneth King Foundation,2012,WesternSlope,Gunnison,Paradise Place,500.00,Crested Butte,Capital,Children and Youth Services
Kenneth King Foundation,2012,WesternSlope,Montrose,Paradox Valley School,2500.00,Paradox,Capital,Education
Kenneth King Foundation,2012,WesternSlope,Mesa,Tree House,1500.00,Grand Junction,Program,Children and Youth Services
Kenneth King Foundation,2012,WesternSlope,Delta,Volunteers of America National Services,2500.00,Eckert,General Operating,"Philanthropy, Volunteerism, Grants"
Kenneth King Foundation,2012,WesternSlope,Montrose,West End Family Link Center,500.00,Nucla,General Operating,
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,Mesa District Group of CAEYC,42000.00,Grand Junction,Program,
Temple Hoyne Buell Foundation,2012,WesternSlope,Montrose,Paradox Valley School,8000.00,Paradox,General Operating,Education
Temple Hoyne Buell Foundation,2012,WesternSlope,Montrose,Paradox Valley School,30180.00,Paradox,Capital,Education
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,Hilltop Health Services Corporation,35000.00,Grand Junction,Program,Health                                                                     
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,Hilltop Health Services Corporation,30000.00,Grand Junction,Program,Health                                                                     
Temple Hoyne Buell Foundation,2012,WesternSlope,Gunnison,Tenderfoot Child & Family Development Center,28000.00,Gunnison,General Operating,Children and Youth Services
Temple Hoyne Buell Foundation,2012,WesternSlope,Montrose,"Black Canyon Boys & Girls Club, Inc.",25000.00,Montrose,Program,Children and Youth Services
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,Hilltop Health Services Corporation,25000.00,Grand Junction,General Operating,Health                                                                     
Temple Hoyne Buell Foundation,2012,WesternSlope,San Miguel,Wright Stuff Community Foundation,25000.00,Norwood,Not Provided,Education
Temple Hoyne Buell Foundation,2012,WesternSlope,San Miguel,Bright Futures,23500.00,Telluride,Capital,Children and Youth Services
Temple Hoyne Buell Foundation,2012,WesternSlope,San Miguel,Bright Futures,20000.00,Telluride,Program,Children and Youth Services
Temple Hoyne Buell Foundation,2012,WesternSlope,Gunnison,Stepping Stones Children's Center,20000.00,Crested Butte,Student Aid/Scholarship,Education
Temple Hoyne Buell Foundation,2012,WesternSlope,Montrose,West End School District,20000.00,Nucla,Capital,Children and Youth Services
Temple Hoyne Buell Foundation,2012,WesternSlope,Montrose,Passage Charter School,18000.00,Montrose,Not Provided,Education
Temple Hoyne Buell Foundation,2012,WesternSlope,Montrose,Montrose County Health and Human Services,15000.00,Montrose,Program,Children and Youth Services
Temple Hoyne Buell Foundation,2012,WesternSlope,Delta,North Fork Community Montessori School,15000.00,Hotchkiss,Program,Education
Temple Hoyne Buell Foundation,2012,WesternSlope,Gunnison,Paradise Place,15000.00,Crested Butte,Student Aid/Scholarship,Education
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,"Strong Families, Safe Kids",15000.00,Grand Junction,General Operating,Children and Youth Services
Temple Hoyne Buell Foundation,2012,WesternSlope,Delta,Delta County School District #50,14000.00,Delta,General Operating,Children and Youth Services
Temple Hoyne Buell Foundation,2012,WesternSlope,Delta,Little Sprouts Community Preschool,12000.00,Cedaredge,General Operating,Education
Temple Hoyne Buell Foundation,2012,WesternSlope,Gunnison,Community Foundation of the Gunnison Valley,10000.00,Gunnison,General Operating,"Community, Public Affairs"
Temple Hoyne Buell Foundation,2012,WesternSlope,Gunnison,Gunnison Hinsdale Early Childhood Council,10000.00,Gunnison,General Operating,Children and Youth Services
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,St. Mary's Hospital and Medical Center,10000.00,Grand Junction,Program,Health                                                                     
Temple Hoyne Buell Foundation,2012,WesternSlope,Gunnison,Western State College Foundation,10000.00,Gunnison,Program,Education
Temple Hoyne Buell Foundation,2012,WesternSlope,Gunnison,Gunnison County Department of Health and Human Services,8000.00,Gunnison,Program,Health                                                                     
Temple Hoyne Buell Foundation,2012,WesternSlope,San Miguel,Mountain Sprouts Preschool,7000.00,Telluride,Student Aid/Scholarship,Education
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,"Colorado West Regional Mental Health Center, Inc.",5000.00,Grand Junction,Program,Health                                                                     
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,Grand Junction Imagination Library,5000.00,Grand Junction,General Operating,"Community, Public Affairs"
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,Hilltop Health Services Corporation,5000.00,Grand Junction,Program,Health                                                                     
Temple Hoyne Buell Foundation,2012,WesternSlope,Montrose,Hospice and Palliative Care of Western Colorado,5000.00,Montrose,Program,Hospice
Temple Hoyne Buell Foundation,2012,WesternSlope,Mesa,Kids Aid,5000.00,Grand Junction,General Operating,Children and Youth Services
Temple Hoyne Buell Foundation,2012,WesternSlope,Gunnison,Gunnison County Library District,5000.00,Gunnison,Program,Education
Temple Hoyne Buell Foundation,2012,WesternSlope,Montrose,Delta Montrose Youth Services,5000.00,Montrose,General Operating,Children and Youth Services
Temple Hoyne Buell Foundation,2012,WesternSlope,Gunnison,"Six Points Evaluation and Training, Inc.",5000.00,Gunnison,Capital,
Temple Hoyne Buell Foundation,2012,WesternSlope,Ouray,Ouray County Schools Community Resource Consortium,5000.00,Ridgway,Program,Education
Caring for Colorado Foundation,2012,WesternSlope,Montrose,Midwestern Colorado Mental Health Center,47940.00,Montrose,Not Provided,Health
Caring for Colorado Foundation,2012,WesternSlope,Gunnison,Gunnison County Health and Human Services,50000.00,Gunnison,Not Provided,Health
Caring for Colorado Foundation,2012,WesternSlope,Montrose,"Olathe Community Clinic, Inc.",46250.00,Olathe,Not Provided,Health
Caring for Colorado Foundation,2012,WesternSlope,San Miguel,Tri-County Health Network,69595.00,Telluride,Not Provided,Health
Caring for Colorado Foundation,2012,WesternSlope,Mesa,"Marillac Clinic, Inc.",39885.00,Grand Junction,Not Provided,Health
Caring for Colorado Foundation,2012,WesternSlope,San Miguel,Uncompahgre Combined Clinics,100000.00,Norwood,Not Provided,Health
Caring for Colorado Foundation,2012,WesternSlope,Mesa,Hilltop Community Resources,35000.00,Grand Junction,Not Provided,Health
Caring for Colorado Foundation,2012,WesternSlope,Montrose,Montrose County Senior Citizens Transportation,35000.00,Montrose,Not Provided,Disabled Persons
Colorado Health Foundation,2012,Western Slope,San Miguel,Uncompahgre Medical Center,254000,Norwood,Program,Health
Colorado Health Foundation,2012,Western Slope,San Miguel,Norwood School District,25000,Norwood,Program,Health
Colorado Health Foundation,2012,Western Slope,San Miguel,Tri-County Health Network,150000,Telluride,Program,Health
Colorado Health Foundation,2012,Western Slope,San Miguel,The Wright Stuff Community Foundation,10000,Norwood,Program,Health
Colorado Health Foundation,2012,Western Slope,Montrose,"RSVP Colorado West, Inc.",120000,Montrose,Program,Health
Colorado Health Foundation,2012,Western Slope,Montrose,Olathe Community Clinic,242267,Olathe,Program,Health
Colorado Health Foundation,2012,Western Slope,Montrose,"Midwestern Colorado Mental Health Center, Inc",95171,Montrose,Program,Health
Colorado Health Foundation,2012,Western Slope,Montrose,Senior CommUnity Care,170000,Montrose,Program,Health
Colorado Health Foundation,2012,Western Slope,Montrose,"Midwestern Colorado Mental Health Center, Inc",189162,Montrose,Program,Health
Colorado Health Foundation,2012,Western Slope,Delta,Delta County School District 50(J),406897,Delta,Program,Health
Colorado Health Foundation,2012,Western Slope,Mesa,Mesa County Valley School District 51,275000,Grand Junction,Capital,Health
